1392685764,1360771077,12
1392685764,1608618140,7
1392685764,1410836482,3
1392685764,1484247881,23
1392685764,1818253931,20
1392685764,1156228865,5
1392685764,1643318494,15
1392685764,1764068610,10
1392685764,1050529279,10
1392685764,1032717330,37
1392685764,1392419823,5
1392685764,1180000363,27
1392685764,1364305026,16
1392685764,1826645935,20
1392685764,1250015082,20
1392685764,1392407472,3
1392685764,1604728603,31
1392685764,1024949724,28
1392685764,1458988644,11
1392685764,1704413791,8
1392685764,1170483426,29
1392685764,1834843853,23
1392685764,1344982653,6
1392685764,1152554349,35
1392685764,1682999334,18
1392685764,1368596238,17
1392685764,1729268475,21
1392685764,1724616994,22
1392685764,1404000661,23
1392685764,1104616656,10
1392685764,1840006060,22
1392685764,1702341327,11
1392685764,1384207980,29
1392685764,1004993580,13
1392685764,1400522593,19
1392685764,1392118339,1
1392685764,1276451290,18
1392685764,1012973369,22
1392685764,1231824991,21
1392685764,1076144436,36
1392685764,1414102075,17
1392685764,1804382913,17
1392685764,1887750814,20
1392685764,1320197916,25
1392685764,1380382862,20
1392685764,1068000064,34
1392685764,1408738594,3
1392685764,1450978461,23
1392685764,1214636202,27
1392685764,1860331871,12
1392685764,1854029208,27
1392685764,1120298240,27
1392685764,1288299415,28
1392685764,1392576294,9
1392685764,1031946365,16
1392685764,1716196799,26
1392685764,1192752771,25
1392685764,1116260534,9
1392685764,1706893395,21
1392685764,1218441993,29
1392685764,1112348503,17
1392685764,1466965925,28
1392685764,1392000195,9
1392685764,1862748204,29
1392685764,1040261752,19
1392685764,1642414442,18
1392685764,1178340306,27
1392685764,1616024847,18
1392685764,1760685964,18
1392685764,1056469830,19
1392685764,1894157390,26
1392685764,1348611435,19
1392685764,1324568159,29
1392685764,1800406299,24
1392685764,1392003356,1
1392685764,1392978082,5
1392685764,1784176710,17
1392685764,1392622735,4
1392685764,1512035506,16
1392685764,1496024767,7
1392685764,1688374696,19
1392685764,1203744823,19
1392685764,1392017719,1
1392685764,1858107000,38
1392685764,1100762037,19
1392685764,1566342270,26
1392685764,1392373695,7
1392685764,1508074843,27
1392685764,1634459660,17
1392685764,1104838105,10
1392685764,1646923541,24
1392685764,1686604760,28
1392685764,1340344059,26
1392685764,1434201852,22
1392685764,1268203191,16
1392685764,1148708596,25
1392685764,1208763942,18
1392685764,1398516045,12
1392685764,1478414984,28
1392685764,1051074169,16
1392685764,1392457903,4
1392685764,1788742103,21
1392685764,1417191971,12
1392685764,1558296252,26
1392685764,1562932886,26
1392685764,1430477826,29
1392685764,1586306717,12
1392685764,1124399363,21
1392685764,1332401940,27
1392685764,1392107144,1
1392685764,1752425602,17
1392685764,1524589448,11
1392685764,1232791236,20
1392685764,1694085071,29
1392685764,1418732714,9
1392685764,1392792380,1
1392685764,1392003140,9
1392685764,1376261644,19
1392685764,1140080881,25
1392685764,1591672475,28
1392685764,1528355309,19
1392685764,1768409132,28
1392685764,1392003291,5
1392685764,1266952885,28
1392685764,1392913753,3
1392685764,1191233290,19
1392685764,1392174500,3
1392685764,1454688499,25
1392685764,1762930616,13
1392685764,1204955174,28
1392685764,1144251314,14
1392685764,1710176249,28
1392685764,1578324706,17
1392685764,1300715560,20
1392685764,1108101689,25
1392685764,1246177997,16
1392685764,1807600615,19
1392685764,1498011437,18
1392685764,1428586192,17
1392685764,1388709177,26
1392685764,1440887149,17
1392685764,1504023252,24
1392685764,1222647454,25
1392685764,1262028958,20
1392685764,1372595407,20
1392685764,1528799905,19
1392685764,1600057911,36
1392685764,1620619017,23
1392685764,1703195001,19
1392685764,1233260021,16
1392685764,1710680650,30
1392685764,1554772152,19
1392685764,1008162156,19
1392685764,1834288497,24
1392685764,1624168850,29
1392685764,1036142029,16
1392685764,1728444337,23
1392685764,1422847713,18
1392685764,1384683557,29
1392685764,1426977668,28
1392685764,1196944155,19
1392685764,1630035577,27
1392685764,1516802003,29
1392685764,1598685395,11
1392685764,1204172060,28
1392685764,1068823873,34
1392685764,1188749877,27
1392685764,1705917455,19
1392685764,1070966777,19
1392685764,1044318561,25
1392685764,1710495933,28
1392685764,1474969110,29
1392685764,1356215164,12
1392685764,1072756768,28
1392685764,1740518660,31
1392685764,1626308942,11
1392685764,1328160906,30
1392685764,1638024662,22
1392685764,1226861333,27
1392685764,1292385245,23
1392685764,1499454516,19
1392685764,1048989486,17
1392685764,1531000000,28
1392685764,1480131261,22
1392685764,1756374318,20
1392685764,1462441685,16
1392685764,1258907380,19
1392685764,1352327190,18
1392685764,1442262731,19
1392685764,1132398770,29
1392685764,1144239330,14
1392685764,1174793581,23
1392685764,1052274244,29
1392685764,1064010361,10
1392685764,1748811945,27
1392685764,1540958092,15
1392685764,1242615095,15
1392685764,1090737486,11
1392685764,1792572891,18
1392685764,1662922505,29
1392685764,1254304969,31
1392685764,1678301324,28
1392685764,1060000000,25
1392685764,1548805075,14
1392685764,1096465895,9
1392685764,1108778000,25
1392685764,1882489296,15
1392685764,1780670676,29
1392685764,1492854256,20
1392685764,1533513057,28
1392685764,1832490253,20
1392685764,1175099654,23
1392685764,1270723713,29
1392685764,1584000000,10
1392685764,1296152641,11
1392685764,1833688345,19
1392685764,1136159124,26
1392685764,1690193579,20
1392685764,1670376659,29
1392685764,1776737461,16
1392685764,1020828846,21
1392685764,1028912067,28
1392685764,1795049992,15
1392685764,1304028354,18
1392685764,1084586375,25
1392685764,1212060440,28
1392685764,1234904517,18
1392685764,1659198919,28
1392685764,1016976740,16
1392685764,1470574399,21
1392685764,1583008885,8
1392685764,1798251391,13
1392685764,1796965313,26
1392685764,1748963140,27
1392685764,1438317747,20
1392685764,1184217570,18
1392685764,1308891766,29
1392685764,1674741947,20
1392685764,1580556972,5
1392685764,1238780509,36
1392685764,1570882835,17
1392685764,1316937540,6
1392685764,1336000000,20
1392685764,1654761576,32
1392685764,1500971198,28
1392685764,1312938008,28
1392685764,1585525081,7
1392685764,1916116052,19
1392685764,1934000006,19
1392685764,1663133172,28
1392685764,1534859858,28
1392685764,1520790128,10
1392685764,1901760068,19
1392685764,1652681565,28
1392685764,1092732412,27
1392685764,1666340272,22
1392685764,1660698387,28
1392685764,1876784844,15
1392685764,1574121434,16
1392685764,1930654114,14
1392685764,1504999990,25
1392685764,1612000000,24
1392685764,1162889600,13
1392685764,1239048838,36
1392685764,1850037473,27
1360771077,1608618140,6
1360771077,1410836482,11
1360771077,1484247881,34
1360771077,1818253931,18
1360771077,1156228865,11
1360771077,1643318494,19
1360771077,1764068610,5
1360771077,1050529279,8
1360771077,1032717330,31
1360771077,1180000363,21
1360771077,1364305026,15
1360771077,1826645935,24
1360771077,1250015082,24
1360771077,1604728603,36
1360771077,1024949724,21
1360771077,1458988644,3
1360771077,1704413791,7
1360771077,1170483426,40
1360771077,1834843853,15
1360771077,1344982653,7
1360771077,1152554349,32
1360771077,1682999334,15
1360771077,1368596238,16
1360771077,1729268475,18
1360771077,1724616994,25
1360771077,1404000661,16
1360771077,1104616656,6
1360771077,1840006060,33
1360771077,1702341327,2
1360771077,1384207980,25
1360771077,1004993580,13
1360771077,1400522593,18
1360771077,1276451290,22
1360771077,1012973369,24
1360771077,1231824991,16
1360771077,1076144436,33
1360771077,1414102075,15
1360771077,1804382913,20
1360771077,1887750814,15
1360771077,1320197916,36
1360771077,1360484663,7
1360771077,1360313023,2
1360771077,1380382862,22
1360771077,1068000064,35
1360771077,1408738594,11
1360771077,1450978461,14
1360771077,1214636202,38
1360771077,1860331871,14
1360771077,1854029208,25
1360771077,1120298240,22
1360771077,1360006015,1
1360771077,1360962899,1
1360771077,1288299415,24
1360771077,1360002844,1
1360771077,1031946365,16
1360771077,1716196799,17
1360771077,1192752771,36
1360771077,1116260534,4
1360771077,1706893395,14
1360771077,1360543171,15
1360771077,1218441993,39
1360771077,1112348503,20
1360771077,1466965925,26
1360771077,1862748204,39
1360771077,1040261752,22
1360771077,1642414442,20
1360771077,1178340306,21
1360771077,1616024847,21
1360771077,1760685964,18
1360771077,1056469830,23
1360771077,1894157390,18
1360771077,1348611435,21
1360771077,1324568159,27
1360771077,1800406299,17
1360771077,1360745537,5
1360771077,1360902897,5
1360771077,1784176710,14
1360771077,1512035506,13
1360771077,1496024767,13
1360771077,1688374696,21
1360771077,1360051337,14
1360771077,1203744823,22
1360771077,1858107000,31
1360771077,1100762037,20
1360771077,1566342270,23
1360771077,1508074843,17
1360771077,1634459660,14
1360771077,1360503809,3
1360771077,1360243491,2
1360771077,1104838105,7
1360771077,1646923541,18
1360771077,1686604760,28
1360771077,1340344059,37
1360771077,1434201852,22
1360771077,1268203191,17
1360771077,1148708596,21
1360771077,1208763942,22
1360771077,1398516045,15
1360771077,1478414984,28
1360771077,1051074169,17
1360771077,1788742103,23
1360771077,1417191971,13
1360771077,1360771925,1
1360771077,1360405604,9
1360771077,1558296252,37
1360771077,1562932886,24
1360771077,1430477826,27
1360771077,1586306717,12
1360771077,1124399363,32
1360771077,1332401940,38
1360771077,1360422679,10
1360771077,1752425602,22
1360771077,1524589448,9
1360771077,1232791236,16
1360771077,1694085071,27
1360771077,1418732714,6
1360771077,1376261644,18
